product_group_name,product_name,brand,item_number,manufacturer_number,category_hierarchy,product_group_url,Quantity,price_per_unit,availability,group_description,unit_size,specifications,image_urls,scraped_at,extraction_method,validation_status,validation_notes
Aurelia® Refresh®,Aurelia Refresh glove latex powder-free x-large 100/box,Supermax,4870048,99229,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-refresh-reg,1,$10.49,In stock,Powder-free latex exam gloves with a peppermint scent. Honeycomb textured fingertips and palms Beaded cuff Non-Chlorinated Ambidextrous 50μg or less of latex protein Green color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbao.jpg,2026-03-17T19:40:49.555682,css-selector,valid,
Aurelia® Refresh®,Aurelia Refresh glove latex powder-free x-large 100/box,Supermax,4870048,99229,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-refresh-reg,10,$9.99,In stock,Powder-free latex exam gloves with a peppermint scent. Honeycomb textured fingertips and palms Beaded cuff Non-Chlorinated Ambidextrous 50μg or less of latex protein Green color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbao.jpg,2026-03-17T19:40:49.555682,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free x-small 100/box,Ansell,4750732,DGP-350-XS,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,1,$14.49,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.936988,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free x-small 100/box,Ansell,4750732,DGP-350-XS,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,10,$13.99,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.936988,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free small 100/box,Ansell,4750746,DGP-350-S,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,1,$14.49,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.942325,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free small 100/box,Ansell,4750746,DGP-350-S,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,10,$13.99,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.942325,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free medium 100/box,Ansell,4750751,DGP-350-M,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,1,$14.49,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.946638,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free medium 100/box,Ansell,4750751,DGP-350-M,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,10,$13.99,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.946638,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free large 100/box,Ansell,4750760,DGP-350-L,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,1,$14.49,Backorder,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.951166,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free large 100/box,Ansell,4750760,DGP-350-L,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,10,$13.99,Backorder,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.951166,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free x-large 100/box,Ansell,4750777,DGP-350-XL,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,1,$14.49,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.954349,css-selector,valid,
Microflex® Diamond Grip Plus™,Microflex Diamond Grip Plus glove latex powder-free x-large 100/box,Ansell,4750777,DGP-350-XL,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/microflex-reg-diamond-grip-plus-trade,10,$13.99,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbai.jpg,2026-03-17T19:40:49.954349,css-selector,valid,
Sigma®,Sigma gloves latex powder-free x-small 100/box,Cranberry,4710224,CR5815,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,1,$11.99,Backorder,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.683793,css-selector,valid,
Sigma®,Sigma gloves latex powder-free x-small 100/box,Cranberry,4710224,CR5815,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,10,$11.49,Backorder,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.683793,css-selector,valid,
Sigma®,Sigma gloves latex powder-free small 100/box,Cranberry,4710235,CR5816,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,1,$11.99,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.699520,css-selector,valid,
Sigma®,Sigma gloves latex powder-free small 100/box,Cranberry,4710235,CR5816,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,10,$11.49,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.699520,css-selector,valid,
Sigma®,Sigma gloves latex powder-free medium 100/box,Cranberry,4710246,CR5817,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,1,$11.99,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.702875,css-selector,valid,
Sigma®,Sigma gloves latex powder-free medium 100/box,Cranberry,4710246,CR5817,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,10,$11.49,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.702875,css-selector,valid,
Sigma®,Sigma gloves latex powder-free large 100/box,Cranberry,4710257,CR5818,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,1,$11.99,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.705993,css-selector,valid,
Sigma®,Sigma gloves latex powder-free large 100/box,Cranberry,4710257,CR5818,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,10,$11.49,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.705993,css-selector,valid,
Sigma®,Sigma gloves latex powder-free x-large 100/box,Cranberry,4710263,CR5819,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,1,$11.99,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.708907,css-selector,valid,
Sigma®,Sigma gloves latex powder-free x-large 100/box,Cranberry,4710263,CR5819,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/sigma-reg,10,$11.49,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Lightly chlorinated Ambidextrous 50µg or less of latex protein Natural color Polymer coated for easy donning 100 gloves per box Order 10 boxes to purchase a case,100/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg,2026-03-17T19:40:52.708907,css-selector,valid,
Aurelia® Vibrant™,Aurelia Vibrant latex powder-free x-small 100/box,Supermax,4870322,98225,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,1,$8.99,In stock,Powder-free latex exam gloves.,100/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg,2026-03-17T19:40:53.190121,css-selector,valid,
Aurelia® Vibrant™,Aurelia Vibrant latex powder-free x-small 100/box,Supermax,4870322,98225,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,10,$8.49,In stock,Powder-free latex exam gloves.,100/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg,2026-03-17T19:40:53.190121,css-selector,valid,
Aurelia® Vibrant™,Aurelia Vibrant latex powder-free small 100/box,Supermax,4870334,98226,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,1,$8.99,In stock,Powder-free latex exam gloves.,100/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg,2026-03-17T19:40:53.194886,css-selector,valid,
Aurelia® Vibrant™,Aurelia Vibrant latex powder-free small 100/box,Supermax,4870334,98226,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,10,$8.49,In stock,Powder-free latex exam gloves.,100/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg,2026-03-17T19:40:53.194886,css-selector,valid,
Aurelia® Vibrant™,Aurelia Vibrant latex powder-free medium 100/box,Supermax,4870345,98227,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,1,$8.99,In stock,Powder-free latex exam gloves.,100/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg,2026-03-17T19:40:53.201745,css-selector,valid,
Aurelia® Vibrant™,Aurelia Vibrant latex powder-free medium 100/box,Supermax,4870345,98227,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,10,$8.49,In stock,Powder-free latex exam gloves.,100/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg,2026-03-17T19:40:53.201745,css-selector,valid,
Aurelia® Vibrant™,Aurelia Vibrant latex powder-free large 100/box,Supermax,4870357,98228,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,1,$8.99,In stock,Powder-free latex exam gloves.,100/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg,2026-03-17T19:40:53.213102,css-selector,valid,
Aurelia® Vibrant™,Aurelia Vibrant latex powder-free large 100/box,Supermax,4870357,98228,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,10,$8.49,In stock,Powder-free latex exam gloves.,100/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg,2026-03-17T19:40:53.213102,css-selector,valid,
MicroPro Textured,,Dash,,,Dental Supplies / Dental Exam Gloves / Latex gloves,https://www.safcodental.com/product/micropro-textured,,$12.49,Out of Stock,"Powder-free, form-fitting, latex exam gloves. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous 50μg or less of latex protein Natural color 100 gloves per box Order 10 boxes to purchase a case",1,{},https://www.safcodental.com/media/catalog/product/d/r/drbat.jpg,2026-03-17T19:40:54.144447,css-selector,valid,
